Rank,Company Name,Official / Legal Name,Slug,Ticker Symbol,Stock Exchange,Market Cap,Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
444,FinningFTT.TO,FinningFTT.TO Corp,finning,FINNING,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.finning.com,https://www.finning.com/careers
445,GildanGIL,GildanGIL Corp,gildan,GILDAN,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.gildan.com,https://www.gildan.com/careers
446,China Gold International ResourcesCGG.TO,China Gold International ResourcesCGG.TO Corp,china-gold-international-resources,CHINA-GO,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.china-gold-international-resources.com,https://www.china-gold-international-resources.com/careers
447,Capital PowerCPX.TO,Capital PowerCPX.TO Corp,capital-power,CAPITAL-,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.capital-power.com,https://www.capital-power.com/careers
448,Choice Properties REITCHP-UN.TO,Choice Properties REITCHP-UN.TO Corp,choice-properties-reit,CHOICE-P,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.choice-properties-reit.com,https://www.choice-properties-reit.com/careers
449,South BowSOBO,South BowSOBO Corp,south-bow,SOUTH-BO,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.south-bow.com,https://www.south-bow.com/careers
450,Canadian TireCTC.TO,Canadian TireCTC.TO Corp,canadian-tire,CANADIAN,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.canadian-tire.com,https://www.canadian-tire.com/careers
451,Dundee Precious MetalsDPM.TO,Dundee Precious MetalsDPM.TO Corp,dundee-precious-metals,DUNDEE-P,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.dundee-precious-metals.com,https://www.dundee-precious-metals.com/careers
452,CAE Inc.CAE,CAE Inc.CAE Corp,cae,CAE,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.cae.com,https://www.cae.com/careers
453,Empire CompanyEMP-A.TO,Empire CompanyEMP-A.TO Corp,empire-company,EMPIRE-C,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.empire-company.com,https://www.empire-company.com/careers
454,StantecSTN,StantecSTN Corp,stantec,STANTEC,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.stantec.com,https://www.stantec.com/careers
455,G Mining VenturesGMIN.TO,G Mining VenturesGMIN.TO Corp,g-mining-ventures,G-MINING,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.g-mining-ventures.com,https://www.g-mining-ventures.com/careers
456,Capstone CopperCS.TO,Capstone CopperCS.TO Corp,capstone-copper,CAPSTONE,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.capstone-copper.com,https://www.capstone-copper.com/careers
457,Definity FinancialDFY.TO,Definity FinancialDFY.TO Corp,definity-financial,DEFINITY,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.definity-financial.com,https://www.definity-financial.com/careers
458,Strathcona ResourcesSCR.TO,Strathcona ResourcesSCR.TO Corp,strathcona-resources,STRATHCO,TSX,CAD $ Live Tracked,Canada,CA,Canada Headquarters,Commercial Enterprise,Operating Business,https://www.strathcona-resources.com,https://www.strathcona-resources.com/careers
459,Samsung005930.KS,Samsung005930.KS Corp,samsung,SAMSUNG,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.samsung.com,https://www.samsung.com/careers
460,SK Hynix000660.KS,SK Hynix000660.KS Corp,sk-hynix,SK-HYNIX,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.sk-hynix.com,https://www.sk-hynix.com/careers
461,SK Square402340.KS,SK Square402340.KS Corp,sk-square,SK-SQUAR,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.sk-square.com,https://www.sk-square.com/careers
462,Hyundai005380.KS,Hyundai005380.KS Corp,hyundai,HYUNDAI,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hyundai.com,https://www.hyundai.com/careers
463,LG Energy Solution373220.KS,LG Energy Solution373220.KS Corp,lg-energy-solution,LG-ENERG,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.lg-energy-solution.com,https://www.lg-energy-solution.com/careers
464,KB Financial GroupKB,KB Financial GroupKB Corp,kb-financial-group,KB-FINAN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.kb-financial-group.com,https://www.kb-financial-group.com/careers
465,Samsung C&T Corporation028260.KS,Samsung C&T Corporation028260.KS Corp,samsung-ct-corporation,SAMSUNG-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.samsung-ct-corporation.com,https://www.samsung-ct-corporation.com/careers
466,HD Hyundai Heavy Industries329180.KS,HD Hyundai Heavy Industries329180.KS Corp,hd-hyundai-heavy-industries,HD-HYUND,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hd-hyundai-heavy-industries.com,https://www.hd-hyundai-heavy-industries.com/careers
467,Kia000270.KS,Kia000270.KS Corp,kia,KIA,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.kia.com,https://www.kia.com/careers
468,Hanwha Aerospace012450.KS,Hanwha Aerospace012450.KS Corp,hanwha-aerospace,HANWHA-A,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hanwha-aerospace.com,https://www.hanwha-aerospace.com/careers
469,Doosan Enerbility034020.KS,Doosan Enerbility034020.KS Corp,doosan-enerbility,DOOSAN-E,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.doosan-enerbility.com,https://www.doosan-enerbility.com/careers
470,Hana Financial Group086790.KS,Hana Financial Group086790.KS Corp,hana-financial-group,HANA-FIN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hana-financial-group.com,https://www.hana-financial-group.com/careers
471,SK Group034730.KS,SK Group034730.KS Corp,sk-group,SK-GROUP,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.sk-group.com,https://www.sk-group.com/careers
472,Naver035420.KS,Naver035420.KS Corp,naver,NAVER,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.naver.com,https://www.naver.com/careers
473,"LS ELECTRIC Co., Ltd.010120.KS","LS ELECTRIC Co., Ltd.010120.KS Corp",ls-electric-co-ltd,LS-ELECT,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.ls-electric-co-ltd.com,https://www.ls-electric-co-ltd.com/careers
474,HD Hyundai Electric267260.KS,HD Hyundai Electric267260.KS Corp,hd-hyundai-electric,HD-HYUND,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hd-hyundai-electric.com,https://www.hd-hyundai-electric.com/careers
475,Hanwha Ocean (DSME)042660.KS,Hanwha Ocean (DSME)042660.KS Corp,daewoo-dsme,DAEWOO-D,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.daewoo-dsme.com,https://www.daewoo-dsme.com/careers
476,HD Korea Shipbuilding &amp; Offshore Engineering009540.KS,HD Korea Shipbuilding &amp; Offshore Engineering009540.KS Corp,hd-korea-shipbuilding-offshore-engineering,HD-KOREA,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hd-korea-shipbuilding-offshore-engineering.com,https://www.hd-korea-shipbuilding-offshore-engineering.com/careers
477,"Samsung Fire & Marine Insurance Co., Ltd.000810.KS","Samsung Fire & Marine Insurance Co., Ltd.000810.KS Corp",samsung-fire-marine-insurance,SAMSUNG-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.samsung-fire-marine-insurance.com,https://www.samsung-fire-marine-insurance.com/careers
478,Hyosung Heavy Industries Corporation298040.KS,Hyosung Heavy Industries Corporation298040.KS Corp,hyosung-heavy-industries-corporation,HYOSUNG-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hyosung-heavy-industries-corporation.com,https://www.hyosung-heavy-industries-corporation.com/careers
479,POSCOPKX,POSCOPKX Corp,posco,POSCO,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.posco.com,https://www.posco.com/careers
480,Korea Electric PowerKEP,Korea Electric PowerKEP Corp,korea-electric-power,KOREA-EL,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.korea-electric-power.com,https://www.korea-electric-power.com/careers
481,Woori Financial GroupWF,Woori Financial GroupWF Corp,woori-financial-group,WOORI-FI,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.woori-financial-group.com,https://www.woori-financial-group.com/careers
482,Korea Zinc010130.KS,Korea Zinc010130.KS Corp,korea-zinc,KOREA-ZI,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.korea-zinc.com,https://www.korea-zinc.com/careers
483,Doosan000150.KS,Doosan000150.KS Corp,doosan,DOOSAN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.doosan.com,https://www.doosan.com/careers
484,HMM011200.KS,HMM011200.KS Corp,hmm,HMM,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hmm.com,https://www.hmm.com/careers
485,Meritz Financial Group138040.KS,Meritz Financial Group138040.KS Corp,meritz-financial-group,MERITZ-F,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.meritz-financial-group.com,https://www.meritz-financial-group.com/careers
486,LG Chem051910.KS,LG Chem051910.KS Corp,lg-chem,LG-CHEM,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.lg-chem.com,https://www.lg-chem.com/careers
487,SK TelecomSKM,SK TelecomSKM Corp,sk-telecom,SK-TELEC,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.sk-telecom.com,https://www.sk-telecom.com/careers
488,HANMI Semiconductor042700.KS,HANMI Semiconductor042700.KS Corp,hanmi-semiconductor,HANMI-SE,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hanmi-semiconductor.com,https://www.hanmi-semiconductor.com/careers
489,KT&amp;G (Korea Tobacco)033780.KS,KT&amp;G (Korea Tobacco)033780.KS Corp,ktng-korea-tobacco,KTNG-KOR,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.ktng-korea-tobacco.com,https://www.ktng-korea-tobacco.com/careers
490,S-OIL010950.KS,S-OIL010950.KS Corp,s-oil,S-OIL,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.s-oil.com,https://www.s-oil.com/careers
491,Hyundai Rotem Company064350.KS,Hyundai Rotem Company064350.KS Corp,hyundai-rotem-company,HYUNDAI-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hyundai-rotem-company.com,https://www.hyundai-rotem-company.com/careers
492,Industrial Bank of Korea (IBK)024110.KS,Industrial Bank of Korea (IBK)024110.KS Corp,industrial-bank-of-korea,INDUSTRI,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.industrial-bank-of-korea.com,https://www.industrial-bank-of-korea.com/careers
493,LIG Defense & Aerospace079550.KS,LIG Defense & Aerospace079550.KS Corp,lig-nex1,LIG-NEX1,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.lig-nex1.com,https://www.lig-nex1.com/careers
494,Samsung SDS018260.KS,Samsung SDS018260.KS Corp,samsung-sds,SAMSUNG-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.samsung-sds.com,https://www.samsung-sds.com/careers
495,Alteogen196170.KQ,Alteogen196170.KQ Corp,alteogen,ALTEOGEN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.alteogen.com,https://www.alteogen.com/careers
496,Kakao035720.KS,Kakao035720.KS Corp,kakao,KAKAO,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.kakao.com,https://www.kakao.com/careers
497,HD Hyundai267250.KS,HD Hyundai267250.KS Corp,hd-hyundai,HD-HYUND,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hd-hyundai.com,https://www.hd-hyundai.com/careers
498,Korea Aerospace Industries047810.KS,Korea Aerospace Industries047810.KS Corp,korea-aerospace-industries,KOREA-AE,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.korea-aerospace-industries.com,https://www.korea-aerospace-industries.com/careers
499,LG Innotek011070.KS,LG Innotek011070.KS Corp,lg-innotek,LG-INNOT,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.lg-innotek.com,https://www.lg-innotek.com/careers
500,Samsung SDI006405.KS,Samsung SDI006405.KS Corp,samsung-sdi,SAMSUNG-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.samsung-sdi.com,https://www.samsung-sdi.com/careers
501,"APR Co., Ltd.278470.KS","APR Co., Ltd.278470.KS Corp",apr-co-ltd,APR-CO-L,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.apr-co-ltd.com,https://www.apr-co-ltd.com/careers
502,Hanwha Systems272210.KS,Hanwha Systems272210.KS Corp,hanwha-systems,HANWHA-S,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hanwha-systems.com,https://www.hanwha-systems.com/careers
503,KT CorporationKT,KT CorporationKT Corp,kt-corporation,KT-CORPO,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.kt-corporation.com,https://www.kt-corporation.com/careers
504,POSCO Future M003670.KS,POSCO Future M003670.KS Corp,posco-chemical,POSCO-CH,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.posco-chemical.com,https://www.posco-chemical.com/careers
505,Korea Investment Holdings071050.KS,Korea Investment Holdings071050.KS Corp,korea-investment-holdings,KOREA-IN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.korea-investment-holdings.com,https://www.korea-investment-holdings.com/careers
506,Hyundai Engineering and Construction000720.KS,Hyundai Engineering and Construction000720.KS Corp,hyundai-engineering-and-construction,HYUNDAI-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hyundai-engineering-and-construction.com,https://www.hyundai-engineering-and-construction.com/careers
507,SK Innovation096775.KS,SK Innovation096775.KS Corp,sk-innovation,SK-INNOV,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.sk-innovation.com,https://www.sk-innovation.com/careers
508,Krafton259960.KS,Krafton259960.KS Corp,krafton,KRAFTON,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.krafton.com,https://www.krafton.com/careers
509,"NH Investment & Securities Co., Ltd.005940.KS","NH Investment & Securities Co., Ltd.005940.KS Corp",nh-investment-securities,NH-INVES,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.nh-investment-securities.com,https://www.nh-investment-securities.com/careers
510,Ecopro BM247540.KQ,Ecopro BM247540.KQ Corp,ecopro-bm,ECOPRO-B,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.ecopro-bm.com,https://www.ecopro-bm.com/careers
511,Ecopro086520.KQ,Ecopro086520.KQ Corp,ecopro,ECOPRO,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.ecopro.com,https://www.ecopro.com/careers
512,KakaoBank323410.KS,KakaoBank323410.KS Corp,kakaobank,KAKAOBAN,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.kakaobank.com,https://www.kakaobank.com/careers
513,Hyundai Autoever Corporation307950.KS,Hyundai Autoever Corporation307950.KS Corp,hyundai-autoever-corporation,HYUNDAI-,KRX,KRW ₩ Live Tracked,South Korea,KR,South Korea Headquarters,Commercial Enterprise,Operating Business,https://www.hyundai-autoever-corporation.com,https://www.hyundai-autoever-corporation.com/careers
